director_name,num_critic_for_reviews,gross,genres,actor_1_name,movie_title,num_voted_users,num_user_for_reviews,language,budget,title_year,imdb_score,rank,movie_facebook_likes,profit
Peter Atencio,66,43984230,Comedy|Fantasy,Catherine O'Hara,Beetlejuice ,189413,99,English,10000000,2005,6,1.85,15000,33984230
Peter Berg,644,4414535,Action|Adventure|Sci-Fi|Thriller,Liam Neeson,Battleship ,202382,751,English,30000000,2001,6,1.85,44000,-25585465
Peter Berg,323,100448498,Action|Drama,Will Smith,Hancock ,343648,590,English,27000000,2016,6,1.85,0,73448498
Peter Berg,187,104354205,Adventure|Animation|Comedy|Family,Jon Favreau,Open Season ,65270,713,English,23000000,2002,6,1.85,863,81354205
Peter Berg,117,60470220,Action|Animation|Comedy|Family|Sci-Fi,Steve Carell,Minions ,142403,918,English,7500000,2005,6,1.85,70000,52970220
Peter Berg,95,35183792,Action|Comedy|Crime|Romance|Thriller,Fisher Stevens,One for the Money ,34203,835,English,3000000,2005,6,1.85,19000,32183792
Peter Berg,55,72219395,Horror|Mystery,Eileen Brennan,Jeepers Creepers ,86890,155,English,25000000,2012,6,1.85,0,47219395
Peter Billingsley,213,53245055,Action|Adventure|Thriller,Izabella Scorupco,GoldenEye ,199025,274,English,5000000,2009,6,1.85,0,48245055
Peter Care,68,18663911,Comedy|Drama,Britney Spears,Crossroads ,34219,102,English,1000000,2003,6,1.85,0,17663911
Peter Cattaneo,161,38176108,Adventure|Fantasy|Horror|Mystery|Thriller,Kim Director,Book of Shadows: Blair Witch 2 ,28964,560,English,560000,1993,6,1.85,949,37616108
Peter Cattaneo,18,1500000,Action|Adventure|Comedy|Western,Kang-ho Song,"The Good, the Bad, the Weird ",26156,267,English,65000000,2000,6,1.85,0,-63500000
Peter Cattaneo,10,578382,Drama|Western,Emily Podleski,The Work and the Glory II: American Zion ,564,692,English,42000000,1997,6,1.85,19,-41421618
Peter Cattaneo,69,8596914,Horror|Sci-Fi|Thriller,Meg Foster,They Live ,73501,10,English,60000000,1991,6,1.85,27000,-51403086
Peter Chelsom,62,22406362,Comedy,Mathew Buck,"10,000 B.C.             ",6,899,English,250000,2001,6,1.85,0,22156362
Peter Chelsom,203,71038190,Biography|Drama|Romance,Meryl Streep,Julie & Julia ,79264,200,English,175000000,2013,6,1.85,13000,-103961810
Peter Chelsom,96,14108518,Crime|Drama|Mystery|Sci-Fi|Thriller,Dennis Quaid,Frequency ,81866,219,English,150000000,2005,6,1.85,0,-135891482
Peter Chelsom,148,55762229,Comedy|Music,Anna Kendrick,Pitch Perfect 2 ,97697,56,English,130000000,2012,6,1.85,40000,-74237771
Peter Chelsom,21,44450000,Comedy|Drama|Romance,Lupe Ontiveros,Lovely & Amazing ,6041,59,English,52000000,2011,6,1.85,169,-7550000
Peter Cousens,97,75727,Biography|Drama|History|Thriller|War,Angelina Jolie Pitt,A Mighty Heart ,24150,66,English,58000000,1982,6,1.85,923,-57924273
Peter DeLuise,191,92969824,Drama,Raymond Burr,Out of the Blue ,1599,108,English,55000000,2002,6,1.85,274,37969824
Peter Faiman,41,57651794,Action|Adventure|Thriller,Donald Pleasence,You Only Live Twice ,75280,147,English,55000000,2016,6,1.85,0,2651794
Peter Farrelly,469,76600000,Adventure|Comedy|Drama|Romance,Virginia Madsen,Sideways ,149966,482,English,35000000,2003,6,1.85,0,41600000
Peter Flinth,62,216119491,Comedy|Romance,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,9104,75,English,15000000,2014,6,1.85,110,201119491
Peter H. Hunt,44,81022333,Drama|Family,Keisha Castle-Hughes,Whale Rider ,34232,148,English,3000000,2010,6,1.85,0,78022333
Peter Hastings,174,14942422,Crime|Drama|Mystery|Thriller,Bill Murray,Wild Things ,90677,165,English,18000000,2011,6,1.85,0,-3057578
Peter Hedges,221,1027749,Comedy|Drama|Family|Fantasy|Romance,Matthew Perry,17 Again ,146899,189,English,4000000,1997,6,1.85,0,-2972251
Peter Hedges,11,1752214,Horror|Sci-Fi,Randy Wayne,Kingdom of the Spiders ,3274,21,English,170000000,2002,6,1.85,0,-168247786
Peter Hewitt,190,886410,Action|Comedy|Crime,Channing Tatum,22 Jump Street ,258186,406,English,110000000,1979,6,1.85,24000,-109113590
Peter Hewitt,173,8535575,Action|Mystery|Thriller,Ken Arnold,Abduction ,65044,80,English,60000000,2013,6,1.85,13000,-51464425
Peter Hewitt,193,334185206,Animation|Comedy|Family,Amy Poehler,Hoodwinked Too! Hood vs. Evil ,9682,210,English,125000,1984,6,1.85,0,334060206
Peter Hewitt,156,10996440,Comedy,Angus T. Jones,Bringing Down the House ,30058,176,English,225000000,2010,6,1.85,800,-214003560
Peter Ho-Sun Chan,125,3222857,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York Minute ,17722,146,English,60000000,1984,6,1.85,849,-56777143
Peter Howitt,119,11529368,Drama|Sport,Channing Tatum,Coach Carter ,92702,350,English,45000000,2011,6,1.85,0,-33470632
Peter Howitt,254,3609278,Action|Crime|Thriller,Jason Statham,Safe ,83097,647,English,50000000,2013,6,1.85,12000,-46390722
Peter Howitt,152,23527955,Comedy|Drama|Romance|Sport,Bernie Mac,Mr 3000 ,12164,830,English,45000000,2015,6,1.85,491,-21472045
Peter Howitt,46,2445646,Drama,Emily Watson,Wah-Wah ,2670,42,Russian,250000,2008,6,1.85,311,2195646
Peter Hyams,174,400736600,Adventure|Animation|Family|Fantasy,Josh Hutcherson,Epic ,85833,374,English,144000000,2001,6,1.85,17000,256736600
Peter Hyams,145,305388685,Adventure|Comedy|Drama|Family|Fantasy,Adam Goldberg,Babe: Pig in the City ,24868,117,English,120000000,2013,6,1.85,964,185388685
Peter Hyams,252,129995817,Adventure|Comedy,Olivia Wilde,Year One ,76770,259,English,90000000,2015,6,1.85,0,39995817
Peter Hyams,420,24004159,Adventure|Comedy|Sci-Fi,Bobby Lee,Paul ,192462,103,English,68000000,2012,6,1.85,42000,-43995841
Peter Hyams,42,821997,Biography|Drama|Music|Romance,Sandra Ellis Lafferty,Walk the Line ,188637,259,English,62000000,2007,6,1.85,11000,-61178003
Peter Hyams,195,134218018,Crime|Drama,James Franco,Spring Breakers ,108683,125,English,10000000,1997,6,1.85,25000,124218018
Peter Jackson,599,68750000,Adventure|Fantasy,Aidan Turner,The Hobbit: The Battle of the Five Armies ,354228,802,English,60000000,2001,6,1.85,65000,8750000
Peter Jackson,251,70405498,Adventure|Fantasy,Aidan Turner,The Hobbit: The Desolation of Smaug ,483540,951,English,50000000,2004,6,1.85,83000,20405498
Peter Jackson,315,10544143,Action|Adventure|Drama|Romance,Naomi Watts,King Kong ,316018,2618,English,45000000,2003,6,1.85,0,-34455857
Peter Jackson,187,51053787,Adventure|Fantasy,Aidan Turner,The Hobbit: An Unexpected Journey ,637246,1367,English,33000000,2014,6,1.85,166000,18053787
Peter Jackson,354,101157447,Action|Sci-Fi,Harrison Ford,Ender's Game ,184561,554,English,32000000,2001,6,1.85,123000,69157447
Peter Jackson,308,5824,Adventure|Animation|Comedy|Family,Peter Dinklage,Ice Age: Continental Drift ,145321,322,English,29000000,1980,6,1.85,14000,-28994176
Peter Jackson,328,108200000,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones ,125109,866,English,16000000,2004,6,1.85,16000,92200000
Peter Jackson,294,11227940,Adventure|Animation|Comedy|Family,Alexander Gould,Finding Nemo ,692482,3189,English,15000000,2004,6,1.85,11000,-3772060
Peter Jackson,7,3073392,Action|Adventure|History|Romance,Jason Flemyng,Ironclad ,34338,26,Cantonese,9000000,1997,6,1.85,0,-5926608
Peter Jackson,69,15700000,Horror,Billy Burke,Lights Out ,13523,69,Spanish,12000000,1999,6,1.85,0,3700000
Peter Jackson,18,45857453,Horror|Mystery|Thriller,Michael Emerson,Saw ,299127,931,English,7000000,2000,6,1.85,0,38857453
Peter Jackson,21,14337579,Comedy|Crime|Thriller,Patrick Renna,The Perfect Host ,20176,12,English,10000000,2005,6,1.85,0,4337579
Peter Kassovitz,96,20035310,Action|Crime|Drama|Romance|Thriller,Kieran Culkin,Nowhere to Run ,17074,284,English,6000000,1999,6,1.85,466,14035310
Peter Kosminsky,35,2843,Crime|Drama|Thriller,Don Cheadle,Brooklyn's Finest ,52852,259,English,5000000,1996,6,1.85,4000,-4997157
Peter Landesman,128,76382,Action|Sci-Fi|Thriller,Matt Bomer,In Time ,304318,97,English,3850000,1992,6,1.85,52000,-3773618
Peter Lepeniotis,229,241437427,Crime|Drama|Mystery|Thriller,Morgan Freeman,Se7en ,1023511,186,English,500000,1993,6,1.85,39000,240937427
Peter Lord,189,33771174,Action|Adventure|Comedy|Western,Xander Berkeley,Shanghai Noon ,96690,144,English,695393,2015,6,1.85,0,33075781
Peter Lord,656,10696210,Action|Adventure|Comedy|Crime,Daniel Kaluuya,Johnny English Reborn ,89568,66,English,7200000,1987,6,1.85,17000,3496210
Peter M. Cohen,17,22954968,Horror,Ian Ziering,Sharknado ,34532,11,English,18000000,1998,6,1.85,93000,4954968
Peter MacDonald,54,27669413,Action|Comedy|Mystery|Romance,Johnny Depp,Mortdecai ,47320,368,English,17000000,2005,6,1.85,12000,10669413
Peter Medak,65,6842058,Drama|Music,Omari Hardwick,Sparkle ,5161,640,English,10500000,2012,6,1.85,0,-3657942
Peter R. Hunt,35,4417124,Horror,John Amos,Two Evil Eyes ,4302,45,English,26000000,2013,6,1.85,375,-21582876
Peter Ramsey,135,82739,Adventure|Animation|Family|Fantasy,Hugh Jackman,Rise of the Guardians ,123553,174,English,9000000,2010,6,1.85,25000,-8917261
Peter Segal,149,26049082,Adventure|Comedy|Drama|Family|Fantasy,Julia Roberts,Mirror Mirror ,70838,522,English,40000,2004,6,1.85,18000,26009082
Peter Segal,234,111505642,Comedy|Family|Fantasy,Steve Buscemi,Charlotte's Web ,27838,493,English,50000000,2002,6,1.85,0,61505642
Peter Segal,139,34566746,Comedy|Crime|Sport,Adam Sandler,The Longest Yard ,130070,56,English,5000000,2005,6,1.85,0,29566746
Peter Segal,316,57366262,Drama|Sci-Fi|Thriller,Charlie Hunnam,Children of Men ,361767,1401,English,1500000,2013,6,1.85,17000,55866262
Peter Segal,41,261437578,Adventure|Sci-Fi|Thriller,Chris Evans,Sunshine ,190132,93,English,200000,2012,6,1.85,15000,261237578
Peter Segal,131,85707116,Comedy|Crime,Robert De Niro,Analyze This ,123940,154,English,4000000,1989,6,1.85,0,81707116
Peter Segal,226,80574010,Action|Crime|Drama|Mystery|Thriller,Ken Howard,The Net ,48909,174,English,2000000,2005,6,1.85,0,78574010
Peter Sohn,488,116724075,Adventure|Animation|Comedy|Family|Fantasy,A.J. Buckley,The Good Dinosaur ,62836,345,English,900000,1999,6,1.85,20000,115824075
Peter Sollett,160,35063732,Crime|Drama,Eddie Marsan,Vera Drake ,20307,69,English,500000,2011,6,1.85,0,34563732
Peter Sollett,140,31600000,Action|Crime|Drama|Thriller,Joseph Gilgun,Harry Brown ,74435,128,English,17350,2013,6,1.85,0,31582650
Peter Sollett,13,7691700,Documentary|Music,Kevin Corrigan,20 Feet from Stardom ,9540,126,English,16000000,2004,6,1.85,14000,-8308300
Peter Stebbings,22,51768623,Comedy|Horror,Molly C. Quinn,Hansel & Gretel Get Baked ,2806,486,English,14400000,2012,6,1.85,0,37368623
Peter Webber,191,1697956,Crime|Drama,Robert Downey Jr.,The Judge ,136973,156,English,25000,2003,6,1.85,47000,1672956
Peter Webber,148,15593,Biography|Comedy|Crime|Drama,Kevin Spacey,Casino Jack ,14757,32,English,15000000,1989,6,1.85,0,-14984407
Peter Weir,322,4001121,Action|Adventure|Drama|History|War,James D'Arcy,Master and Commander: The Far Side of the World ,168207,684,English,10000000,1997,6,1.85,0,-5998879
Peter Weir,180,90703745,Action|Drama|Fantasy|War,Gerard Butler,300 ,607235,428,English,10000000,1991,6,1.85,13000,80703745
Peter Weir,140,18438149,Comedy,Rob Riggle,Let's Be Cops ,106820,64,English,100000,2015,6,1.85,14000,18338149
Peter Weir,21,1340891,Action|Crime|Mystery|Thriller,Michael Nyqvist,Del 1 - Män som hatar kvinnor             ,335,59,English,2500000,2013,6,1.85,22,-1159109
Peter Yates,95,304137,Action|Horror|Sci-Fi,Adam Baldwin,Predator 2 ,105478,245,English,60000000,2010,6,1.85,0,-59695863
Petter Næss,19,1221261,Fantasy|Horror|Mystery,Lee Remick,The Omen ,80961,315,English,75000000,1998,6,1.85,7000,-73778739
Peyton Reed,517,728,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,Kung Fu Panda ,307029,360,English,45000000,2007,6,1.85,6000,-44999272
Peyton Reed,127,54700065,Action|Adventure|Romance|Sci-Fi,Margot Kidder,Superman II ,76331,418,English,37000000,2001,6,1.85,0,17700065
Peyton Reed,413,42660000,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: New Moon ,220758,945,English,35000000,2012,6,1.85,13000,7660000
Peyton Reed,52,37939782,Comedy,Lily Cole,St. Trinian's ,18220,56,English,22000000,2009,6,1.85,0,15939782
Phil Alden Robinson,51,190666,Action|Crime|Drama|Thriller,Morgan Freeman,Hard Rain ,26893,123,English,3500000,2014,6,1.85,815,-3309334
Phil Claydon,67,66002004,Drama,Tom Skerritt,Redemption Road ,440,63,English,400000,2013,6,1.85,279,65602004
Phil Joanou,316,31136950,Animation|Comedy|Family|Mystery|Sci-Fi,Mark Gatiss,The Curse of the Were-Rabbit ,98160,86,English,8600000,2002,6,1.85,0,22536950
Phil Joanou,123,25863915,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,High School Musical ,59254,1848,English,6000000,2008,6,1.85,0,19863915
Phil Lord,191,109713132,Action|Comedy|Crime|Thriller,Mei Melançon,Rush Hour 2 ,160440,683,English,1000000,2000,6,1.85,0,108713132
Phil Lord,81,48546578,Adventure|Animation|Comedy|Family|Fantasy,Emma Watson,The Tale of Despereaux ,31209,41,English,60000000,2007,6,1.85,0,-11453422
Phil Lord,299,31397498,Animation|Comedy|Family,Rob Paulsen,Barnyard ,21396,110,English,60000000,1996,6,1.85,605,-28602502
Phil Lord,152,12514138,Drama|Fantasy|Horror|Mystery,Pierre Perrier,The Returned             ,15762,41,English,34000000,2004,6,1.85,17000,-21485862
Phil Morrison,123,163214286,Biography|Crime|Drama,Kelli Garner,Bully ,29424,358,English,8200000,1984,6,1.85,0,155014286
Phil Traill,111,439162,Crime|Drama|Horror|Mystery|Thriller,Bex Taylor-Klaus,Scream: The TV Series             ,18058,608,Korean,5000000,2004,6,1.85,0,-4560838
Philip G. Atwell,72,302204,Comedy|Drama|Family|Romance,Mike Vogel,The Sisterhood of the Traveling Pants ,44838,126,English,60000000,2013,6,1.85,0,-59697796
Philip Kaufman,98,229094,Crime|Drama|Thriller,Robert Duvall,We Own the Night ,72693,153,English,40000000,2013,6,1.85,0,-39770906
Philip Kaufman,10,35266619,Action|Crime|Drama|Mystery|Thriller,María Valverde,Broken Horses ,1554,275,English,40000000,2014,6,1.85,0,-4733381
Philip Saville,74,42638165,Drama|Mystery|Thriller,Eva Amurri Martino,The Life Before Her Eyes ,12125,62,Hungarian,38000000,2000,6,1.85,1000,4638165
Philip Zlotorynski,94,32721635,Drama,François Bégaudeau,The Class ,29248,418,English,30000000,2006,6,1.85,0,2721635
Phillip Noyce,330,1165104,Action|Adventure|Animation|Comedy|Family|Fantasy,Salma Hayek,Puss in Boots ,114287,137,English,30000000,2006,6,1.85,16000,-28834896
Phillip Noyce,64,111300,Action|Adventure|Fantasy,Gerard Butler,Lara Croft Tomb Raider: The Cradle of Life ,102747,139,English,33000000,2013,5.9,1.85,0,-32888700
Phillip Noyce,339,3500000,Crime|Drama,Ian McNeice,Oliver Twist ,25474,380,English,20000000,2003,5.9,1.85,0,-16500000
Phillip Noyce,186,2921738,Biography|Drama|Thriller,Naomi Watts,Fair Game ,38513,149,English,20000000,2002,5.9,1.85,9000,-17078262
Phillip Noyce,84,5739376,Adventure|Animation|Comedy|Family|Fantasy,Sarah Michelle Gellar,Happily N'Ever After ,8693,97,English,19000000,2008,5.9,1.85,261,-13260624
Phillip Noyce,152,43532294,Crime|Drama|Thriller,Kelly Macdonald,No Country for Old Men ,612060,571,English,15000000,2004,5.9,1.85,21000,28532294
Phillip Noyce,86,73343413,Comedy|Drama|Sport,Jeff Bridges,Stick It ,22604,162,English,5500000,2005,5.9,1.85,0,67843413
Phillip Noyce,136,145118,Adventure|Animation|Family,Liam Neeson,Khumba ,4006,32,Spanish,1000000,2002,5.9,1.85,0,-854882
Phillip Noyce,6,226792,Comedy|Drama,Vanessa Williams,Soul Food ,5275,61,English,3000000,1997,5.9,1.85,508,-2773208
Phyllida Lloyd,160,78900000,Comedy|Crime|Romance,Todd Giebenhain,Gigli ,41620,178,English,103000000,2015,5.9,1.85,2000,-24100000
Phyllida Lloyd,260,27296514,Comedy|Drama|Romance,Anthony Hopkins,You Will Meet a Tall Dark Stranger ,36145,71,English,110000000,2000,5.9,1.85,0,-82703486
Pierre Coffin,49,653621,Adventure|Animation|Drama|Family|Fantasy,Jeff Bridges,The Little Prince ,28276,273,English,110000000,2007,5.9,1.85,31000,-109346379
Pierre Coffin,159,1024175,Action|Crime|Drama|Mystery|Thriller,Chris Hemsworth,Blackhat ,38983,618,English,60000000,1992,5.9,1.85,11000,-58975825
Pierre Morel,250,2926565,Drama|History|War,Paul Walker,Flags of Our Fathers ,101221,429,English,68000000,2015,5.9,1.85,0,-65073435
Pierre Morel,335,22757819,Drama|Thriller,Naomi Watts,The Impossible ,145270,126,English,37000000,2002,5.9,1.85,54000,-14242181
Pierre Morel,92,24784,Crime|Drama|Mystery|Thriller,Liam Neeson,A Walk Among the Tombstones ,87950,374,English,5000000,1997,5.9,1.85,15000,-4975216
Pierre Morel,230,184031112,Crime|Thriller,Brad Pitt,Killing Them Softly ,111625,355,English,175000000,2016,5.9,1.85,20000,9031112
Pitof,212,15854988,Drama|Sci-Fi,Tom Hanks,Cloud Atlas ,284825,160,English,23000000,2006,5.9,1.85,124000,-7145012
Piyush Dinker Pandya,220,18595716,Drama,Bo Huang,The Californians ,299,1,English,35000000,1996,5.9,1.85,29,-16404284
Pou-Soi Cheang,212,37707719,Horror|Sci-Fi|Thriller,Robert Forster,Supernova ,14596,126,English,7000000,1973,5.9,1.85,589,30707719
Prachya Pinkaew,119,37766350,Drama,Adam Baldwin,Ordinary People ,35130,227,English,5000000,2007,5.9,1.85,0,32766350
Preston A. Whitmore II,47,263365,Drama|Music|Musical|Romance,Robert De Niro,"New York, New York ",13548,32,English,180000000,2010,5.9,1.85,932,-179736635
Preston A. Whitmore II,63,13491653,Comedy|Drama,Julie Benz,The Brothers ,3198,340,English,200000000,2000,5.9,1.85,478,-186508347
Qasim Basir,359,206400,Comedy|Crime|Drama,Noel Gugliemi,Small Apartments ,5732,25,English,100000000,1990,5.9,1.85,0,-99793600
Quentin Dupieux,178,18996755,Comedy,Gavin MacLeod,"For a Good Time, Call... ",13421,1,English,90000000,2011,5.9,1.85,0,-71003245
Quentin Tarantino,765,59073773,Action|Comedy|Crime,Dwayne Johnson,The Other Guys ,189806,131,English,92000000,2004,5.9,1.85,16000,-32926227
Quentin Tarantino,256,5654777,Drama|Sci-Fi|Thriller,Rory Culkin,Signs ,271592,483,English,85000000,1992,5.9,1.85,0,-79345223
Quentin Tarantino,40,1641788,Action|Animation|Comedy|Family|Sci-Fi,Nicolas Cage,Astro Boy ,25681,895,English,30000000,1981,5.9,1.85,0,-28358212
Quentin Tarantino,53,128937,Comedy|Romance|Sci-Fi,Jada Pinkett Smith,The Nutty Professor ,86556,372,English,50000000,1965,5.9,1.85,960,-49871063
Quentin Tarantino,491,60962878,Action|Adventure|Comedy|Family|Romance,Brendan Fraser,George of the Jungle ,56168,332,English,40000000,2012,5.9,1.85,5000,20962878
Quentin Tarantino,19,60491560,Comedy|Crime|Thriller,Mark Gatiss,Birthday Girl ,21530,19,English,40000000,1997,5.9,1.85,618,20491560
Quentin Tarantino,1,40270895,Crime|Drama|Thriller,Vin Diesel,Boiler Room ,41313,327,English,33000000,2002,5.9,1.85,0,7270895
Quentin Tarantino,88,242374454,Drama|Mystery,Judy Greer,I Love Your Work ,1618,161,English,30000000,2007,5.9,1.85,63,212374454
R. Balki,64,7268659,Mystery|Romance|Thriller,Adam Garcia,Fascination ,1207,2,English,18000000,1980,5.9,1.85,40,-10731341
R.J. Cutler,190,64255243,Drama|Thriller,Nate Parker,Arbitrage ,41574,188,English,20000000,2008,5.9,1.85,0,44255243
Rachel Goldenberg,46,22723,Action|Romance|Sport,Carrie Bradstreet,Fight to the Finish ,60,97,English,58000000,1980,5.9,1.85,381,-57977277
Rachel Perkins,160,30050028,Documentary|Sport,Bill Murray,Michael Jordan to the Max ,1723,1498,English,24000000,2009,5.9,1.85,407,6050028
Rachel Talalay,86,58401464,Drama|History|Sport,Stephen Dillane,The Greatest Game Ever Played ,22289,351,English,12000000,2004,5.9,1.85,0,46401464
Rachel Talalay,39,40203020,Biography|Drama|Sport,Aidan Quinn,The 5th Quarter ,1245,37,English,5000000,1997,5.9,1.85,0,35203020
Rafa Lara,19,86930411,Adventure|Comedy|Drama|Romance|Sci-Fi,Steve Carell,Seeking a Friend for the End of the World ,87203,414,English,13500000,2006,5.9,1.85,25000,73430411
Raja Gosnell,366,23807,Action|Adventure|Crime,George Peppard,The A-Team             ,25402,97,English,35000000,2011,5.9,1.85,0,-34976193
Raja Gosnell,327,28328132,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,Allegiant ,44296,144,English,777000,2003,5.9,1.85,12000,27551132
Raja Gosnell,94,6471394,Action|Comedy|Fantasy|Romance,Anna Kendrick,Scott Pilgrim vs. the World ,273921,466,English,6000000,2005,5.9,1.85,36000,471394
Raja Gosnell,12,876671,Crime|Drama|Mystery|Thriller,Ruth Wilson,Luther             ,70568,71,English,5000000,2010,5.9,1.85,20000,-4123329
Raja Gosnell,175,55500000,Comedy,Rob McElhenney,It's Always Sunny in Philadelphia             ,133415,673,English,100000000,2008,5.9,1.85,0,-44500000
Raja Gosnell,288,65010106,Adventure|Drama|Thriller,Roy Scheider,Sorcerer ,9513,27,French,76000000,2003,5.9,1.85,0,-10989894
Raja Menon,19,4350774,Drama|Romance,Adam Scott,"Lovely, Still ",1560,47,English,2650000,1999,5.9,1.85,777,1700774
Rajkumar Hirani,75,4881867,Comedy|Documentary|Music,Common,Dave Chappelle's Block Party ,7721,162,English,500000,2006,5.9,1.85,635,4381867
Rakesh Roshan,47,3590010,Western,Dennis Quaid,The Long Riders ,7322,216,English,8000000,2014,5.9,1.85,680,-4409990
Rakeysh Omprakash Mehra,35,42643187,Biography|Drama,John Heard,Pollock ,23023,520,English,110000000,2010,5.9,1.85,0,-67356813
Ralph Fiennes,68,39442871,Biography|Crime|Drama|Romance,Christoph Waltz,Big Eyes ,55539,374,English,40000000,2003,5.9,1.85,20000,-557129
Ralph Nelson,38,11466088,Fantasy|Horror,Shelley Hennig,The Fog ,46493,283,English,27000000,2012,5.9,1.85,7000,-15533912
Ralph Ziman,4,13838130,Thriller,Topher Grace,The Calling ,6025,9,English,24000000,2007,5.9,1.85,0,-10161870
Ramaa Mosley,16,10268846,Horror,James Drury,The Devil Inside ,30570,86,English,20000000,2002,5.9,1.85,12000,-9731154
Rand Ravich,151,2601847,Action|Crime|Drama|Thriller,Mireille Enos,Sabotage ,47498,204,English,18000000,1964,5.9,1.85,10000,-15398153
Rand Ravich,345,22201636,Drama,Loretta Devine,Woman Thou Art Loosed ,806,349,English,14000000,2002,5.9,1.85,187,8201636
Randal Kleiser,17,19316646,Drama|Mystery|Thriller,Naomi Watts,Mulholland Drive ,235992,162,English,45000000,2010,5.9,1.85,16000,-25683354
Randal Kleiser,16,10640645,Drama|Sport,Alice Braga,Redbelt ,18561,12,English,34000000,2004,5.9,1.85,0,-23359355
Randal Kleiser,155,13801755,Western,Claudia Cardinale,Once Upon a Time in the West ,216005,89,English,10000000,2008,5.9,1.85,10000,3801755
Randall Miller,91,21378000,Drama|Horror|Mystery|Sci-Fi|Thriller,Bradley Cooper,10 Cloverfield Lane ,126893,81,English,52000000,1998,5.9,1.85,33000,-30622000
Randall Miller,174,10429707,Comedy|Crime|Drama|Thriller,Bokeem Woodbine,Freeway ,22246,71,English,40000000,2007,5.9,1.85,0,-29570293
Randall Rubin,184,41814863,Horror,Seregon O'Dassey,The Wicked Within ,742,15,Zulu,40000000,2003,5.9,1.85,479,1814863
Randall Wallace,144,28133159,Adventure|Comedy|Family|Fantasy,Robin Williams,Hook ,182802,316,English,110000000,1993,5.9,1.85,13000,-81866841
Randall Wallace,199,356454367,Comedy,Bradley Cooper,The Hangover ,583341,45,English,80000000,2013,5.9,1.85,24000,276454367
Randall Wallace,186,63540020,Action|Biography|Drama|History,Mike Tyson,Ip Man 3 ,21912,784,English,17000000,1986,5.9,1.85,12000,46540020
Randall Wallace,160,158348400,Comedy,Michael Imperioli,My Baby's Daddy ,3119,88,English,12000000,2015,5.9,1.85,151,146348400
Randy Moore,39,39200000,Crime|Drama|Thriller,Michael Rapaport,Alone with Her ,3228,26,Urdu,6000000,1997,5.9,1.85,244,33200000
Rania Attieh,131,13008928,Documentary|Sport,Billy Burke,Murderball ,9037,177,English,3400000,1995,5.9,1.85,0,9608928
Rawson Marshall Thurber,67,62563543,Adventure|Animation|Comedy|Family|Fantasy,Kathleen Freeman,Shrek ,467113,407,English,1800000,2000,5.9,1.85,0,60763543
Rawson Marshall Thurber,297,32662299,Drama,Mo'Nique,Precious ,86955,89,English,1592000,2005,5.9,1.85,12000,31070299
Rawson Marshall Thurber,261,8054280,Drama,Bill Murray,Cradle Will Rock ,8039,31,English,176000000,2002,5.9,1.85,625,-167945720
Rawson Marshall Thurber,451,3419967,Horror|Sci-Fi|Thriller,Craig T. Nelson,Creature             ,2011,8,German,170000000,1998,5.9,1.85,518,-166580033
Ray Griggs,20,5128124,Fantasy|Horror,Alfre Woodard,Escape from Tomorrow ,7384,19,English,145000000,2007,5.9,1.85,0,-139871876
Ray Lawrence,128,30523568,Comedy|Crime,Jason Statham,Snatch ,600996,1470,Japanese,110000000,2010,5.9,1.85,27000,-79476432
Raymond De Felitta,33,43097652,Drama|Romance,Gordon Pinsent,Two Lovers and a Bear ,33,21,English,112000000,2013,5.9,1.85,187,-68902348
Rebecca Miller,18,4398392,Documentary,Alice Cooper,"To Be Frank, Sinatra at 100 ",7,19,English,75000000,1963,5.9,1.85,0,-70601608
Reed Cowan,9,152149590,Comedy|Drama|Horror|Sci-Fi|Thriller,Danny Pino,BrainDead             ,2948,25,English,26000000,1987,5.9,1.85,3000,126149590
Regardt van den Bergh,35,75530832,Comedy|Romance,Jessy Schram,I Want Someone to Eat Cheese With ,2963,142,English,1000000,2015,5.9,1.85,0,74530832
Reginald Hudlin,161,55973336,Biography|Drama|History|Thriller,Clea DuVall,Argo ,452465,270,English,165000000,2014,5.9,1.85,89000,-109026664
Reginald Hudlin,123,8373585,Comedy|Drama,Mark Addy,Barney's Version ,21086,95,English,50000000,2015,5.9,1.85,0,-41626415
Reginald Hudlin,69,32230907,Comedy|Drama,Kieran Culkin,The Dangerous Lives of Altar Boys ,12047,90,English,35000000,2002,5.9,1.85,677,-2769093
Reinhard Klooss,222,61693523,Comedy|Romance,David Paymer,Alex & Emma ,11520,242,English,32000000,1997,5.9,1.85,625,29693523
Remo,171,133382309,Crime|Drama|Romance,James Mason,Lolita ,67825,132,French,350000,2013,5.9,1.85,0,133032309
René Féret,9,6239558,Biography|Crime|Drama|Thriller,Macaulay Culkin,Party Monster ,12675,22,English,62000000,2004,5.9,1.85,0,-55760442
